"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Clinton, IA","17540",1988,360,154,61,70,75,0,0,200,188,69,0,0,0,309,0,51
"Coeur d'Alene, ID","17660",1988,81,60,20,0,1,0,0,155,61,30,0,0,0,0,0,81
"Colorado Springs, CO","17820",1988,366,185,169,11,1,0,0,158,71,50,40,152,128,28,0,18
"Columbia, MO","17860",1988,344,227,61,47,9,0,0,200,112,27,0,0,0,319,0,25
"Columbia, SC","17900",1988,366,206,93,42,23,2,0,214,129,46,35,0,302,24,0,5
"Columbus, GA-AL","17980",1988,273,192,56,23,2,0,0,169,97,42,0,0,273,0,0,0
"Columbus, MS","18060",1988,254,144,76,30,4,0,0,182,108,48,0,0,254,0,0,0
"Columbus, OH","18140",1988,366,157,142,45,18,4,0,230,119,57,49,3,121,182,0,11
"Concord, NH","18180",1988,366,174,89,81,18,4,0,222,141,56,0,0,131,226,0,9
"Corpus Christi, TX","18580",1988,363,237,90,29,7,0,0,200,94,43,0,0,240,85,0,38
"Crawfordsville, IN","18820",1988,10,10,0,0,0,0,0,20,20,11,0,0,0,0,0,10
"Crescent City, CA","18860",1988,344,338,6,0,0,0,0,67,38,28,0,0,322,0,19,3
"Cumberland, MD-WV","19060",1988,358,190,125,23,18,2,0,207,104,48,21,0,150,187,0,0
"Dallas-Fort Worth-Arlington, TX","19100",1988,366,140,125,51,43,7,0,217,161,58,48,87,223,3,0,5
"Davenport-Moline-Rock Island, IA-IL","19340",1988,366,215,80,53,17,1,0,202,129,45,30,0,273,58,0,5
"Dayton, OH","19380",1988,366,231,78,24,27,6,0,209,136,45,63,0,202,61,0,40
"Decatur, IL","19500",1988,364,164,82,78,40,0,0,200,156,64,0,0,156,182,0,26
"Deltona-Daytona Beach-Ormond Beach, FL","19660",1988,352,347,5,0,0,0,0,85,17,6,0,0,0,352,0,0
"Deming, NM","19700",1988,32,30,2,0,0,0,0,52,48,27,0,0,0,0,0,32
"Denver-Aurora-Lakewood, CO","19740",1988,366,45,225,69,25,2,0,222,133,76,58,143,135,26,0,4
"Des Moines-West Des Moines, IA","19780",1988,366,323,43,0,0,0,0,94,51,29,151,0,75,0,0,140
"Detroit-Warren-Dearborn, MI","19820",1988,366,49,164,117,25,11,0,242,150,90,6,15,64,257,0,24
"Dickinson, ND","19860",1988,366,362,3,1,0,0,0,101,26,9,0,0,0,331,0,35
"Dodge City, KS","19980",1988,47,47,0,0,0,0,0,38,32,18,0,0,0,0,0,47
"Dover, DE","20100",1988,337,188,87,30,18,14,0,244,150,44,0,0,173,164,0,0
"Dubuque, IA","20220",1988,366,301,44,15,6,0,0,199,68,26,159,0,0,207,0,0
"Duluth, MN-WI","20260",1988,355,224,55,48,28,0,0,200,139,41,90,0,0,111,7,147
"Durham-Chapel Hill, NC","20500",1988,366,241,116,8,1,0,0,166,72,42,314,0,32,0,0,20
"Edwards, CO","20780",1988,173,173,0,0,0,0,0,49,33,18,67,0,0,0,0,106
"Effingham, IL","20820",1988,222,101,65,35,20,1,0,203,150,58,0,0,222,0,0,0
"El Centro, CA","20940",1988,323,209,87,23,3,1,0,220,93,44,0,0,277,0,0,46
"El Dorado, AR","20980",1988,366,324,37,5,0,0,0,115,57,16,0,0,0,366,0,0
"El Paso, TX","21340",1988,366,51,103,137,74,1,0,203,165,112,16,23,74,223,0,30
"Elizabeth City, NC","21020",1988,106,78,21,4,3,0,0,169,84,44,0,0,106,0,0,0
"Elko, NV","21220",1988,78,78,0,0,0,0,0,41,26,13,0,0,0,0,78,0
"Elmira, NY","21300",1988,362,273,57,14,15,3,0,213,90,35,0,0,272,90,0,0
"Erie, PA","21500",1988,364,135,143,55,25,6,0,222,143,58,14,30,128,187,0,5
"Escanaba, MI","21540",1988,364,303,29,24,8,0,0,200,92,13,0,0,0,364,0,0
"Eugene, OR","21660",1988,365,266,85,7,6,1,0,203,74,38,125,0,122,0,0,118
"Eureka-Arcata-Fortuna, CA","21700",1988,64,52,12,0,0,0,0,72,59,27,0,0,0,0,0,64
"Evansville, IN-KY","21780",1988,366,6,43,138,163,16,0,221,200,150,0,1,50,315,0,0
"Fairbanks, AK","21820",1988,270,181,73,11,5,0,0,200,83,36,163,0,0,0,0,107
"Fargo, ND-MN","22020",1988,60,59,1,0,0,0,0,51,32,16,0,0,0,0,0,60
"Farmington, NM","22140",1988,366,170,128,63,5,0,0,198,107,56,61,16,0,289,0,0
"Fayetteville, NC","22180",1988,365,239,79,33,11,3,0,216,112,43,65,0,284,0,0,16
"Flagstaff, AZ","22380",1988,187,185,2,0,0,0,0,51,28,16,77,0,0,0,70,40
"Flint, MI","22420",1988,362,286,42,16,15,3,0,224,97,33,0,0,206,147,0,9
"Florence, SC","22500",1988,223,144,50,20,7,2,0,207,112,44,0,0,223,0,0,0
"Florence-Muscle Shoals, AL","22520",1988,346,200,66,65,15,0,0,200,128,31,0,0,0,346,0,0
"Fond du Lac, WI","22540",1988,184,108,41,25,10,0,0,192,133,46,0,0,184,0,0,0
"Fort Collins, CO","22660",1988,366,203,140,20,3,0,0,195,87,49,72,0,291,0,0,3
"Fort Madison-Keokuk, IA-IL-MO","22800",1988,337,236,69,31,1,0,0,200,99,21,0,0,0,337,0,0
"Fort Wayne, IN","23060",1988,366,226,93,23,19,5,0,218,122,46,153,22,163,28,0,0
"Fremont, OH","23380",1988,218,203,10,1,3,1,0,208,45,14,0,0,134,0,0,84
"Fresno, CA","23420",1988,366,68,118,69,78,33,0,221,195,100,24,85,248,0,0,9
"Gadsden, AL","23460",1988,58,48,10,0,0,0,0,63,56,33,0,0,0,0,0,58
"Gaffney, SC","23500",1988,237,125,61,32,15,4,0,232,147,48,0,0,237,0,0,0
"Gainesville, FL","23540",1988,344,337,6,1,0,0,0,114,23,10,0,0,0,344,0,0
"Gardnerville Ranchos, NV","23820",1988,361,241,84,32,4,0,0,182,100,44,31,0,330,0,0,0
"Georgetown, SC","23860",1988,263,241,21,1,0,0,0,104,48,11,0,0,0,211,0,52
"Glens Falls, NY","24020",1988,287,268,18,1,0,0,0,105,46,16,0,0,0,287,0,0
"Glenwood Springs, CO","24060",1988,316,282,32,2,0,0,0,110,51,29,0,0,0,0,0,316
"Grand Junction, CO","24300",1988,260,228,32,0,0,0,0,90,52,41,0,0,185,9,0,66
"Grand Rapids-Wyoming, MI","24340",1988,366,278,33,22,23,10,0,230,147,33,86,0,203,59,0,18
"Grants Pass, OR","24420",1988,366,233,130,3,0,0,0,123,74,42,294,0,0,0,0,72
"Great Falls, MT","24500",1988,353,300,51,2,0,0,0,125,55,33,340,0,0,0,0,13
"Greeley, CO","24540",1988,365,249,107,9,0,0,0,143,74,44,105,0,246,0,0,14
"Green Bay, WI","24580",1988,366,90,159,90,16,11,0,229,134,72,0,0,67,295,0,4
"Greensboro-High Point, NC","24660",1988,353,198,78,41,24,12,0,226,151,45,0,0,208,128,0,17
"Greenville, NC","24780",1988,355,246,72,25,11,1,0,202,101,33,0,0,210,145,0,0
"Greenville-Anderson-Mauldin, SC","24860",1988,365,210,88,42,21,4,0,210,140,45,0,0,351,0,0,14
"Guayama, PR","25020",1988,46,41,5,0,0,0,0,91,53,29,0,0,0,0,0,46
"Gulfport-Biloxi-Pascagoula, MS","25060",1988,366,219,86,42,19,0,0,200,126,45,0,0,246,120,0,0
"Hanford-Corcoran, CA","25260",1988,359,176,81,80,21,1,0,202,140,51,0,0,335,0,0,24
"Hannibal, MO","25300",1988,53,52,1,0,0,0,0,51,42,27,0,0,0,0,0,53
"Harrisburg-Carlisle, PA","25420",1988,366,219,87,23,27,10,0,229,156,46,35,91,173,59,0,8
"Harrison, AR","25460",1988,59,59,0,0,0,0,0,46,37,25,0,0,0,0,0,59
"Hartford-West Hartford-East Hartford, CT","25540",1988,366,161,143,25,17,20,0,286,151,54,132,11,130,90,0,3
"Hastings, NE","25580",1988,56,44,12,0,0,0,0,92,57,31,0,0,0,0,0,56
"Hattiesburg, MS","25620",1988,275,216,43,15,1,0,0,154,84,38,0,0,275,0,0,0
"Helena, MT","25740",1988,366,86,134,95,51,0,0,200,165,81,0,0,0,344,0,22
"Hermiston-Pendleton, OR","25840",1988,57,41,16,0,0,0,0,83,65,33,0,0,0,0,0,57
"Hickory-Lenoir-Morganton, NC","25860",1988,50,25,15,9,1,0,0,177,115,54,0,0,50,0,0,0
"Hilo, HI","25900",1988,281,241,8,5,27,0,0,200,128,25,0,0,213,37,31,0
"Hilton Head Island-Bluffton-Beaufort, SC","25940",1988,257,200,41,16,0,0,0,136,84,40,0,0,257,0,0,0
"Houghton, MI","26340",1988,95,77,11,6,1,0,0,154,84,33,0,0,77,0,18,0
"Houston-The Woodlands-Sugar Land, TX","26420",1988,366,46,146,96,46,32,0,277,195,94,6,40,165,153,0,2
"Huntington-Ashland, WV-KY-OH","26580",1988,366,8,114,176,57,11,0,237,187,112,0,1,64,297,0,4
"Huntsville, AL","26620",1988,365,242,67,34,20,2,0,205,122,40,99,0,237,0,0,29
"Indiana, PA","26860",1988,141,75,47,19,0,0,0,149,106,50,0,0,0,141,0,0
"Indianapolis-Carmel-Anderson, IN","26900",1988,366,33,149,134,39,11,0,223,164,101,6,21,80,258,0,1
"Iowa City, IA","26980",1988,361,285,52,20,4,0,0,156,84,32,0,0,361,0,0,0
"Iron Mountain, MI-WI","27020",1988,366,302,46,14,4,0,0,172,74,36,0,24,328,13,0,1
"Jackson, MS","27140",1988,365,272,66,24,3,0,0,161,90,39,112,0,242,0,0,11
"Jackson, TN","27180",1988,58,52,6,0,0,0,0,58,53,28,0,0,0,0,0,58
"Jackson, WY-ID","27220",1988,309,257,49,3,0,0,0,147,56,40,0,0,270,0,8,31
"Jacksonville, FL","27260",1988,366,109,155,84,18,0,0,200,130,65,34,22,109,200,0,1
"Jamestown-Dunkirk-Fredonia, NY","27460",1988,264,138,76,49,1,0,0,154,120,49,0,0,0,264,0,0
"Janesville-Beloit, WI","27500",1988,289,177,65,32,13,2,0,207,122,44,0,84,184,21,0,0
"Jasper, IN","27540",1988,360,210,89,48,13,0,0,200,122,41,0,0,0,332,0,28
"Johnstown, PA","27780",1988,352,128,137,59,21,7,0,221,140,64,2,38,103,209,0,0
"Juneau, AK","27940",1988,354,334,19,1,0,0,0,104,42,13,0,0,0,0,0,354
"Kahului-Wailuku-Lahaina, HI","27980",1988,33,33,0,0,0,0,0,44,35,23,0,0,0,0,0,33
"Kalispell, MT","28060",1988,360,259,98,1,1,1,0,256,65,39,0,0,0,0,14,346
"Kansas City, MO-KS","28140",1988,366,120,151,71,21,3,0,235,129,67,18,22,169,133,0,24
"Kapaa, HI","28180",1988,47,47,0,0,0,0,0,28,20,16,0,0,0,0,0,47
"Kearney, NE","28260",1988,29,24,5,0,0,0,0,75,58,30,0,0,0,0,0,29
"Kennewick-Richland, WA","28420",1988,154,130,23,1,0,0,0,129,54,27,0,0,0,0,0,154
"Kingsport-Bristol-Bristol, TN-VA","28700",1988,365,55,100,170,39,1,0,201,153,107,0,6,39,318,0,2
"Klamath Falls, OR","28900",1988,261,143,87,20,6,1,4,688,112,45,85,0,0,0,30,146
"Knoxville, TN","28940",1988,366,63,159,108,28,8,0,226,150,90,10,0,114,228,10,4
"La Grande, OR","29260",1988,334,242,87,5,0,0,0,124,66,34,0,0,0,0,0,334
"Lafayette, LA","29180",1988,328,246,50,26,6,0,0,185,100,38,0,0,328,0,0,0
"Lafayette-West Lafayette, IN","29200",1988,366,243,75,26,16,6,0,215,119,39,4,0,192,158,0,12
"Lake Charles, LA","29340",1988,366,245,75,31,14,1,0,201,115,43,0,0,354,12,0,0
"Lakeland-Winter Haven, FL","29460",1988,363,283,70,10,0,0,0,149,66,26,0,0,0,363,0,0
"Lancaster, PA","29540",1988,357,235,70,22,26,4,0,206,136,44,1,138,155,63,0,0
"Lansing-East Lansing, MI","29620",1988,361,264,58,22,14,3,0,206,105,38,0,0,193,159,0,9
"Laredo, TX","29700",1988,13,13,0,0,0,0,0,37,34,21,0,0,0,0,0,13
"Las Cruces, NM","29740",1988,366,139,163,50,14,0,0,200,121,58,52,0,179,79,0,56
"Las Vegas-Henderson-Paradise, NV","29820",1988,366,68,209,82,4,3,0,219,115,74,75,150,134,0,0,7
"Lawton, OK","30020",1988,364,356,8,0,0,0,0,75,28,13,0,0,0,295,0,69
"Lewiston, ID-WA","30300",1988,63,48,15,0,0,0,0,89,65,30,0,0,0,0,0,63
"Lewiston-Auburn, ME","30340",1988,357,266,68,18,4,1,0,216,90,36,0,0,133,224,0,0
"Lexington-Fayette, KY","30460",1988,366,211,88,40,18,9,0,217,133,46,18,149,147,52,0,0
"Lima, OH","30620",1988,334,265,42,22,4,1,0,202,90,32,0,0,191,143,0,0
"Lincoln, NE","30700",1988,366,277,86,3,0,0,0,112,67,39,202,0,151,0,0,13
"Little Rock-North Little Rock-Conway, AR","30780",1988,366,249,78,32,7,0,0,190,101,42,0,54,295,7,0,10
"Longview, TX","30980",1988,340,235,76,23,6,0,0,182,100,42,0,0,340,0,0,0
"Longview, WA","31020",1988,154,139,14,1,0,0,0,112,48,19,0,0,0,65,0,89
"Los Alamos, NM","31060",1988,83,83,0,0,0,0,0,35,23,16,0,0,0,0,83,0
"Los Angeles-Long Beach-Anaheim, CA","31080",1988,366,9,63,84,65,145,0,298,255,169,58,91,217,0,0,0
"Louisville/Jefferson County, KY-IN","31140",1988,366,76,120,106,49,15,0,227,179,95,49,8,98,209,0,2
"Lubbock, TX","31180",1988,164,142,21,1,0,0,0,113,53,31,0,0,0,0,0,164
"Lumberton, NC","31300",1988,207,107,62,26,11,1,0,202,122,50,0,0,207,0,0,0
"Lynchburg, VA","31340",1988,44,39,5,0,0,0,0,63,51,27,0,0,0,0,0,44
"Macon, GA","31420",1988,317,301,9,7,0,0,0,128,40,14,0,0,0,317,0,0
"Madera, CA","31460",1988,159,81,45,25,7,1,0,201,136,49,0,0,109,0,0,50
"Madison, IN","31500",1988,366,149,84,77,56,0,0,200,164,69,0,0,0,366,0,0
"Madison, WI","31540",1988,366,236,80,29,12,9,0,217,119,40,18,12,273,63,0,0
"Malone, NY","31660",1988,56,55,1,0,0,0,0,51,29,14,0,0,0,0,0,56
"Manchester-Nashua, NH","31700",1988,366,169,144,39,9,5,0,217,106,52,53,115,97,100,0,1
"Manitowoc, WI","31820",1988,179,102,30,25,8,14,0,234,185,45,0,0,179,0,0,0
"Mansfield, OH","31900",1988,21,17,4,0,0,0,0,86,75,26,0,0,0,21,0,0
"Marquette, MI","32100",1988,366,333,20,12,1,0,0,152,43,13,0,0,0,366,0,0
"Mason City, IA","32380",1988,170,133,36,1,0,0,0,110,63,33,0,0,0,0,0,170
"Medford, OR","32780",1988,366,101,246,18,1,0,0,154,89,59,196,0,56,0,0,114
"Memphis, TN-MS-AR","32820",1988,366,66,148,108,38,6,0,222,156,87,30,54,149,133,0,0
"Merced, CA","32900",1988,57,32,25,0,0,0,0,80,68,42,0,0,0,0,0,57
"Meridian, MS","32940",1988,247,171,57,17,2,0,0,169,93,42,0,0,247,0,0,0
"Mexico, MO","33020",1988,51,51,0,0,0,0,0,46,31,19,0,0,0,0,0,51
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",1988,366,217,126,14,8,1,0,208,90,45,134,58,170,1,0,3
"Michigan City-La Porte, IN","33140",1988,366,202,119,39,6,0,0,166,105,44,0,0,0,366,0,0
"Middlesborough, KY","33180",1988,23,20,3,0,0,0,0,60,53,26,0,0,0,0,0,23
"Midland, MI","33220",1988,169,168,1,0,0,0,0,81,30,18,0,169,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI","33340",1988,366,154,116,53,28,15,0,233,159,59,10,104,123,114,0,15
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",1988,366,27,156,148,34,1,0,218,149,101,98,9,66,183,0,10
"Missoula, MT","33540",1988,366,190,162,14,0,0,0,113,79,49,211,46,0,0,0,109
"Mobile, AL","33660",1988,361,166,114,71,10,0,0,200,121,54,0,0,144,202,0,15
"Modesto, CA","33700",1988,366,153,116,54,40,3,0,222,161,58,21,120,207,0,0,18
"Monroe, LA","33740",1988,361,261,61,33,6,0,0,177,105,40,0,0,344,17,0,0
"Monroe, MI","33780",1988,65,55,10,0,0,0,0,65,55,30,0,0,0,0,0,65
"Montgomery, AL","33860",1988,268,157,60,39,12,0,0,187,129,46,0,0,248,0,0,20
"Morgan City, LA","34020",1988,92,89,3,0,0,0,0,58,44,29,0,0,92,0,0,0
"Morgantown, WV","34060",1988,338,203,102,28,5,0,0,200,100,41,0,0,0,338,0,0
"Moscow, ID","34140",1988,15,14,1,0,0,0,0,53,50,21,0,0,0,0,0,15
"Mount Pleasant, MI","34380",1988,180,177,3,0,0,0,0,66,24,9,0,0,0,180,0,0
"Mount Vernon, OH","34540",1988,92,70,12,7,3,0,0,169,108,33,0,0,92,0,0,0
"Mount Vernon-Anacortes, WA","34580",1988,349,211,72,56,10,0,0,200,116,29,0,0,0,349,0,0
"Muscatine, IA","34700",1988,327,246,34,37,10,0,0,200,109,16,0,0,0,327,0,0
"Muskegon, MI","34740",1988,276,201,34,16,14,11,0,255,143,36,25,0,207,36,0,8
"Muskogee, OK","34780",1988,319,268,37,14,0,0,0,142,71,26,0,93,0,226,0,0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","34820",1988,27,26,1,0,0,0,0,56,39,18,0,0,0,0,0,27
"Napa, CA","34900",1988,366,304,56,5,1,0,0,156,57,37,41,127,185,0,0,13
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",1988,366,54,99,109,84,20,0,222,200,112,56,1,110,193,0,6
"Natchez, MS-LA","35020",1988,268,196,53,15,4,0,0,161,97,41,0,0,268,0,0,0
"New Castle, PA","35260",1988,361,202,94,42,18,5,0,221,114,47,2,95,120,125,0,19
"New Haven-Milford, CT","35300",1988,366,88,172,82,16,8,0,241,133,71,1,58,80,214,0,13
"New Orleans-Metairie, LA","35380",1988,366,195,114,33,22,2,0,206,129,49,40,95,202,19,0,10
"New Philadelphia-Dover, OH","35420",1988,261,119,64,69,9,0,0,171,127,61,0,0,0,261,0,0
"New York-Newark-Jersey City, NY-NJ-PA","35620",1988,366,2,196,113,23,32,0,266,192,95,93,39,80,154,0,0
"Nogales, AZ","35700",1988,45,19,25,1,0,0,0,101,89,54,0,0,0,0,0,45
"North Port-Sarasota-Bradenton, FL","35840",1988,364,299,50,14,1,0,0,151,71,33,0,0,328,36,0,0
"Norwich-New London, CT","35980",1988,363,238,82,24,10,9,0,226,105,44,0,0,180,182,0,1
"Odessa, TX","36220",1988,102,97,5,0,0,0,0,77,39,21,0,0,0,0,0,102
"Ogden-Clearfield, UT","36260",1988,366,127,186,46,7,0,0,187,107,58,68,80,165,46,0,7
"Oklahoma City, OK","36420",1988,366,170,152,38,6,0,0,177,108,53,25,138,196,4,0,3
"Olympia-Tumwater, WA","36500",1988,105,90,14,1,0,0,0,108,62,21,0,0,0,0,0,105
"Omaha-Council Bluffs, NE-IA","36540",1988,366,216,110,35,5,0,0,169,103,46,54,0,231,3,0,78
"Orlando-Kissimmee-Sanford, FL","36740",1988,366,275,74,15,2,0,0,151,87,41,60,0,300,3,0,3
"Oshkosh-Neenah, WI","36780",1988,256,140,53,37,21,5,0,273,151,48,72,0,184,0,0,0
"Ottawa-Peru, IL","36860",1988,59,38,21,0,0,0,0,100,83,39,0,0,0,0,0,59
"Owensboro, KY","36980",1988,366,133,126,72,19,16,0,242,150,69,10,30,148,178,0,0
"Oxford, NC","37080",1988,200,75,64,33,15,13,0,219,185,71,0,0,200,0,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",1988,366,88,101,70,65,42,0,239,203,100,2,62,298,1,0,3
"Paducah, KY-IL","37140",1988,366,99,140,98,27,2,0,219,140,79,0,15,134,216,0,1
"Palm Bay-Melbourne-Titusville, FL","37340",1988,59,57,2,0,0,0,0,67,45,34,0,0,59,0,0,0
