"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Aberdeen, SD","10100",2016,119,113,6,0,0,0,0,76,42,20,0,0,0,0,103,16
"Aberdeen, WA","10140",2016,364,355,9,0,0,0,0,71,37,21,0,0,0,0,364,0
"Adjuntas, PR","10260",2016,97,90,7,0,0,0,0,72,47,21,0,0,0,0,97,0
"Adrian, MI","10300",2016,361,286,73,2,0,0,0,119,58,40,0,0,163,0,198,0
"Akron, OH","10420",2016,366,254,111,1,0,0,0,112,61,44,0,0,129,0,237,0
"Albany, GA","10500",2016,363,263,100,0,0,0,0,93,59,36,0,0,0,0,363,0
"Albany, OR","10540",2016,366,333,33,0,0,0,0,78,50,19,0,0,0,0,366,0
"Albany-Schenectady-Troy, NY","10580",2016,366,310,53,3,0,0,0,119,58,37,0,0,283,0,83,0
"Albuquerque, NM","10740",2016,366,185,178,3,0,0,0,143,74,50,0,3,239,0,69,55
"Alexandria, LA","10780",2016,102,96,6,0,0,0,0,62,48,34,0,0,0,0,102,0
"Allentown-Bethlehem-Easton, PA-NJ","10900",2016,366,174,181,10,0,1,0,217,75,51,0,6,128,1,231,0
"Altoona, PA","11020",2016,366,285,79,2,0,0,0,122,59,40,0,0,196,0,166,4
"Amarillo, TX","11100",2016,366,321,44,1,0,0,0,112,54,41,0,0,329,5,32,0
"Americus, GA","11140",2016,245,218,26,1,0,0,0,101,54,39,0,0,245,0,0,0
"Ames, IA","11180",2016,212,198,14,0,0,0,0,77,48,35,0,0,212,0,0,0
"Anchorage, AK","11260",2016,366,251,111,4,0,0,0,128,69,38,0,0,130,0,147,89
"Ann Arbor, MI","11460",2016,366,293,67,6,0,0,0,122,60,40,0,0,253,0,113,0
"Appleton, WI","11540",2016,349,300,47,2,0,0,0,108,55,33,0,0,177,0,172,0
"Ardmore, OK","11620",2016,298,249,46,3,0,0,0,129,61,41,0,0,255,0,43,0
"Arkadelphia, AR","11660",2016,355,351,4,0,0,0,0,54,45,34,0,0,355,0,0,0
"Asheville, NC","11700",2016,366,272,83,7,4,0,0,167,64,43,0,0,190,0,176,0
"Ashtabula, OH","11780",2016,366,324,36,6,0,0,0,126,54,30,0,0,213,153,0,0
"Athens, OH","11900",2016,60,58,2,0,0,0,0,56,42,27,0,0,0,0,60,0
"Athens, TN","11940",2016,119,101,17,0,1,0,0,167,52,32,0,0,0,0,119,0
"Athens-Clarke County, GA","12020",2016,362,295,61,4,2,0,0,162,61,40,0,0,191,0,171,0
"Atlanta-Sandy Springs-Roswell, GA","12060",2016,366,105,229,28,4,0,0,200,97,57,0,2,153,0,211,0
"Atlantic City-Hammonton, NJ","12100",2016,366,316,49,1,0,0,0,129,54,38,0,0,287,2,77,0
"Augusta-Richmond County, GA-SC","12260",2016,366,256,103,5,2,0,0,166,67,44,0,0,201,31,134,0
"Augusta-Waterville, ME","12300",2016,309,295,14,0,0,0,0,84,46,30,0,76,206,0,25,2
"Austin-Round Rock, TX","12420",2016,366,280,85,1,0,0,0,105,60,42,0,18,225,0,122,1
"Bakersfield, CA","12540",2016,366,70,180,102,14,0,0,169,136,80,0,0,231,0,128,7
"Baltimore-Columbia-Towson, MD","12580",2016,366,196,146,19,4,1,0,204,90,49,0,32,183,0,151,0
"Bangor, ME","12620",2016,366,320,46,0,0,0,0,75,54,36,0,0,193,0,173,0
"Baraboo, WI","12660",2016,366,328,37,1,0,0,0,101,51,32,0,0,183,0,179,4
"Barnstable Town, MA","12700",2016,362,337,24,1,0,0,0,115,47,36,0,0,353,0,9,0
"Bartlesville, OK","12780",2016,274,215,59,0,0,0,0,100,58,42,0,0,184,0,90,0
"Baton Rouge, LA","12940",2016,366,186,171,9,0,0,0,146,77,50,0,2,127,2,232,3
"Bay City, MI","13020",2016,355,320,35,0,0,0,0,81,50,28,0,0,0,0,355,0
"Beaumont-Port Arthur, TX","13140",2016,366,263,90,12,1,0,0,160,71,43,0,0,221,40,105,0
"Beaver Dam, WI","13180",2016,366,311,52,3,0,0,0,148,56,36,0,0,274,0,92,0
"Bellingham, WA","13380",2016,349,342,7,0,0,0,0,59,39,25,0,0,145,0,204,0
"Bemidji, MN","13420",2016,358,344,14,0,0,0,0,71,33,18,0,0,0,0,358,0
"Bend-Redmond, OR","13460",2016,327,322,5,0,0,0,0,61,37,22,0,0,0,0,327,0
"Bennington, VT","13540",2016,366,343,22,1,0,0,0,112,48,36,0,0,328,0,38,0
"Berlin, NH-VT","13620",2016,365,303,58,4,0,0,0,119,61,44,0,0,365,0,0,0
"Big Spring, TX","13700",2016,28,24,4,0,0,0,0,72,54,20,0,0,0,28,0,0
"Billings, MT","13740",2016,363,347,15,1,0,0,0,124,40,22,0,0,0,48,315,0
"Birmingham-Hoover, AL","13820",2016,366,191,164,10,1,0,0,151,77,49,0,16,149,1,197,3
"Bishop, CA","13860",2016,366,244,99,15,4,1,3,426,87,44,0,0,313,0,16,37
"Bismarck, ND","13900",2016,366,354,11,1,0,0,0,117,45,33,0,7,301,0,46,12
"Blacksburg-Christiansburg-Radford, VA","13980",2016,341,312,28,1,0,0,0,115,50,39,0,0,341,0,0,0
"Bloomington, IL","14010",2016,366,309,56,1,0,0,0,108,57,38,0,0,294,0,72,0
"Bloomington, IN","14020",2016,357,295,59,3,0,0,0,140,60,36,0,0,163,0,194,0
"Boise City, ID","14260",2016,366,218,134,13,1,0,0,155,80,46,0,6,160,0,196,4
"Borger, TX","14420",2016,59,48,3,8,0,0,0,149,107,4,0,0,0,59,0,0
"Boston-Cambridge-Newton, MA-NH","14460",2016,366,218,141,7,0,0,0,143,67,46,0,13,189,0,163,1
"Boulder, CO","14500",2016,204,190,14,0,0,0,0,97,48,35,0,0,108,0,80,16
"Bowling Green, KY","14540",2016,366,284,82,0,0,0,0,97,58,42,0,0,187,0,179,0
"Bozeman, MT","14580",2016,366,317,38,7,3,0,1,365,56,25,3,10,0,0,353,0
"Brainerd, MN","14660",2016,357,334,23,0,0,0,0,84,45,29,0,0,161,0,196,0
"Branson, MO","14700",2016,264,253,11,0,0,0,0,63,46,35,0,0,200,0,64,0
"Bremerton-Silverdale, WA","14740",2016,357,356,1,0,0,0,0,55,26,16,0,0,0,0,357,0
"Bridgeport-Stamford-Norwalk, CT","14860",2016,366,223,120,16,7,0,0,185,87,45,0,0,164,0,202,0
"Brookings, SD","15100",2016,365,342,22,1,0,0,0,101,47,34,0,0,292,0,48,25
"Brownsville-Harlingen, TX","15180",2016,366,277,87,2,0,0,0,110,63,40,0,0,172,0,194,0
"Brunswick, GA","15260",2016,343,314,27,2,0,0,0,129,49,35,0,0,182,0,161,0
